Account ID,Hosted Zone Name,Name,Type,dns_name
'850077434821,extrameter.com.,extrameter.com.,A,dualstack.extrameter-public-01-1269786398.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,\052.extrameter.com.,A,dualstack.extrameter-public-01-1269786398.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,\052selfstoragedeals.extrameter.com.,A,dualstack.extrameter-public-02-1145088151.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,_4e5fb4a3a83e898923363411903717b2.extrameter.com.,CNAME,_26185ecd1bd1a531f7df496cbd0b5fc9.hkmpvcwbzw.acm-validations.aws.
'850077434821,extrameter.com.,api-storage.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.api-storage.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,billable.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.billable.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,c3p0.extrameter.com.,A,c3p0-stage-lb-969613112.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.c3p0.extrameter.com.,A,c3p0-stage-lb-969613112.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,cachews.extrameter.com.,A,d1ww2djakysgpi.cloudfront.net.
'850077434821,extrameter.com.,sparefoot-warehouse.cachews.extrameter.com.,A,d1uvyvjxzt8jha.cloudfront.net.
'850077434821,extrameter.com.,sparefoot.cachews.extrameter.com.,A,d3vgkevuu47vaw.cloudfront.net.
'850077434821,extrameter.com.,sparefootv2.cachews.extrameter.com.,A,d3vgkevuu47vaw.cloudfront.net.
'850077434821,extrameter.com.,www.cachews.extrameter.com.,A,d1ww2djakysgpi.cloudfront.net.
'850077434821,extrameter.com.,clientapiservice-redis.extrameter.com.,CNAME,clientapisvc-stage.yojb1s.ng.0001.use1.cache.amazonaws.com
'850077434821,extrameter.com.,db-dl-downstream.extrameter.com.,CNAME,db-dl-downstream-stage.cluster-c7828cfhilkf.us-east-1.rds.amazonaws.com
'850077434821,extrameter.com.,dockertest.extrameter.com.,A,dualstack.extrameter-public-02-1145088151.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,haproxysiteflipper.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.haproxysiteflipper.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,jobs-01.extrameter.com.,CNAME,ip-10-0-20-143.ec2.internal
'850077434821,extrameter.com.,\052.app.kubernetes.extrameter.com.,A,dualstack.kubernetes-ingress-750921108.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,mysparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.mysparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,omnom-01.extrameter.com.,CNAME,ip-10-0-20-80.ec2.internal
'850077434821,extrameter.com.,omnom.extrameter.com.,CNAME,stg-omnom.sparefoot.com
'850077434821,extrameter.com.,partner.extrameter.com.,A,c3p0-stage-lb-969613112.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,phido.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.phido.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,rancher-admin.extrameter.com.,A,54.196.210.76
'850077434821,extrameter.com.,reactfoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.reactfoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,screenshots.extrameter.com.,CNAME,screenshots.sparefoot.com
'850077434821,extrameter.com.,sdm-gw.extrameter.com.,A,sdm-gw-stage-lb-6f703041db872e32.elb.us-east-1.amazonaws.com.
'850077434821,extrameter.com.,selfstorage.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,_6dfe6ffe16ab42f0d6c99cf62271fb94.selfstorage.extrameter.com.,CNAME,_aa925655fdb7b406750ba4e80454a81e.hkmpvcwbzw.acm-validations.aws.
'850077434821,extrameter.com.,m.selfstorage.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.m.selfstorage.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,ssdc-gateway.selfstorage.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.ssdc-gateway.selfstorage.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,tracking-service.selfstorage.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.tracking-service.selfstorage.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.selfstorage.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,selfstoragedeals.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.selfstoragedeals.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,selfstoragedealsassets.extrameter.com.,A,d2i4moy8yic8qt.cloudfront.net.
'850077434821,extrameter.com.,search.selfstorages.extrameter.com.,CNAME,extrameter.com.
'850077434821,extrameter.com.,sf-loadbalancer.extrameter.com.,CNAME,ec2-54-226-76-178.compute-1.amazonaws.com
'850077434821,extrameter.com.,sf-loadbalancer.extrameter.com.,CNAME,ec2-54-234-179-215.compute-1.amazonaws.com.
'850077434821,extrameter.com.,shared-redis.extrameter.com.,CNAME,shared-redis-stage.yojb1s.clustercfg.use1.cache.amazonaws.com
'850077434821,extrameter.com.,sms.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.sms.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,solr-master.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.solr-master.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,solr-replica.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.solr-replica.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,sparefoot.extrameter.com.,CNAME,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com
'850077434821,extrameter.com.,_35c4ef22c644778bec9abd3d4d2498ea.sparefoot.extrameter.com.,CNAME,_0b175a06e4ca56238129822aa95a9873.hkmpvcwbzw.acm-validations.aws.
'850077434821,extrameter.com.,auth.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.auth.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,authorization.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.authorization.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,bidding-service.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.bidding-service.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,biddingservice.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.biddingservice.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,billable.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.billable.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,booking.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.booking.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,bookingservice.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.bookingservice.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,branding.sparefoot.extrameter.com.,A,dualstack.internal-extrameter-private-1810557008.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,c3p0.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.c3p0.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,cafe.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.cafe.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,client-api-service.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.client-api-service.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,clientapiservice.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.clientapiservice.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,consumer-leads-service.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.consumer-leads-service.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,consumerleadsservice.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.consumerleadsservice.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,deploy-notifier.sparefoot.extrameter.com.,CNAME,stg-rancher-internal.sparedev.com
'850077434821,extrameter.com.,elasticfoot.sparefoot.extrameter.com.,A,dualstack.internal-extrameter-private-1810557008.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,email-tracking.sparefoot.extrameter.com.,CNAME,d2b4mr7hs4ptet.cloudfront.net
'850077434821,extrameter.com.,emailgateway.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.emailgateway.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,emails-service.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.emails-service.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,emails.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,www.emails.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,extrameter.com.,emailsservice.sparefoot.extrameter.com.,A,marketplace-preprod-lb-tf-138019699.us-east-1.elb.amazonaws.com.
'850077434821,static-selfstorage.com.,static-selfstorage.com.,A,d1kkhs120tjzry.cloudfront.net.
'850077434821,static-selfstorage.com.,v2-origin.static-selfstorage.com.,CNAME,lb-prod-ssdc-origin-1019667784.us-east-1.elb.amazonaws.com.
'850077434821,static-selfstorage.com.,v2.static-selfstorage.com.,A,d1ie93v2p8gkip.cloudfront.net.
'850077434821,static-selfstorage.com.,www.static-selfstorage.com.,A,d1ie93v2p8gkip.cloudfront.net.
'850077434821,ratespoof.com.,ratespoof.com.,A,107.20.132.115
'850077434821,ratespoof.com.,storage.apartmentlist.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,selfstorageunits.bridgestreetselfstorage.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,www.cachews.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,selfstorageunits.findastorageunit.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,storage.findstoragefast.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,m.storage.findstoragefast.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,storage.mymove.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,mysparefoot.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,www.mysparefoot.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,a.selfstorage.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,blog.selfstorage.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,m.selfstorage.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,www.selfstorage.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,m.selfstoragedeals.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,www.selfstoragedeals.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,www.selfstoragedealsassets.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,search.selfstorages.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,ads.sparefoot.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,blog.sparefoot.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,lily.sparefoot.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,m.sparefoot.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,moab.sparefoot.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,my.sparefoot.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,www.my.sparefoot.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,partner.sparefoot.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,partners.sparefoot.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,phone.sparefoot.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,pita.sparefoot.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,service.sparefoot.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,static.sparefoot.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,storage.sparefoot.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,storage01.sparefoot.ratespoof.com.,CNAME,hosted-sites-1931405556.us-east-1.elb.amazonaws.com
'850077434821,ratespoof.com.,www.sparefoot.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,yuma.sparefoot.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,www.static-selfstorage.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,stg01.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,selfstorageunits.storage-and-moving.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,selfstorageunits.storage-leads.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,selfstorageunits.storage-unit.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,www.storagequote.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,www.storagesam.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,www.storageseeker.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,ratespoof.com.,storage.uship.ratespoof.com.,CNAME,ratespoof.com.
'850077434821,selfstoragedealsassets.com.,selfstoragedealsassets.com.,A,d3esycuylmgspm.cloudfront.net.
'850077434821,selfstoragedealsassets.com.,www.selfstoragedealsassets.com.,CNAME,selfstoragedealsassets.com.
'850077434821,sparefoot.com.,sparefoot.com.,A,marketplace-prod-sfdc-lb-tf-695089472.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,_84d5eecb892ab353c46a8e9d58b9ff92.sparefoot.com.,CNAME,_d8ad5a8aa51b38d7b5d691e8acf08d1f.njdczhxdjc.acm-validations.aws.
'850077434821,sparefoot.com.,74rdximcrbjltmrcnaaeobtxtxbpx6ls._domainkey.sparefoot.com.,CNAME,74rdximcrbjltmrcnaaeobtxtxbpx6ls.dkim.amazonses.com
'850077434821,sparefoot.com.,gd7llphivxlsqycefk2ifctxn6gekix5._domainkey.sparefoot.com.,CNAME,gd7llphivxlsqycefk2ifctxn6gekix5.dkim.amazonses.com
'850077434821,sparefoot.com.,hs1-8278919._domainkey.sparefoot.com.,CNAME,sparefoot-com.hs13a.dkim.hubspotemail.net.
'850077434821,sparefoot.com.,hs2-8278919._domainkey.sparefoot.com.,CNAME,sparefoot-com.hs13b.dkim.hubspotemail.net.
'850077434821,sparefoot.com.,kmlgjudcf5wsr2bsfjh36hjskqr5jrcl._domainkey.sparefoot.com.,CNAME,kmlgjudcf5wsr2bsfjh36hjskqr5jrcl.dkim.amazonses.com
'850077434821,sparefoot.com.,a.sparefoot.com.,CNAME,api.sparefoot.com.
'850077434821,sparefoot.com.,about.sparefoot.com.,CNAME,about.sparefoot.com.cdn.cloudflare.net
'850077434821,sparefoot.com.,adm01.sparefoot.com.,CNAME,ec2-23-22-43-227.compute-1.amazonaws.com.
'850077434821,sparefoot.com.,adm03.sparefoot.com.,CNAME,ec2-54-241-21-61.us-west-1.compute.amazonaws.com
'850077434821,sparefoot.com.,ads.sparefoot.com.,A,index-lb-1656584765.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,app05.sparefoot.com.,CNAME,selenium05.sparefoot.com
'850077434821,sparefoot.com.,app10.sparefoot.com.,CNAME,ec2-54-82-104-213.compute-1.amazonaws.com
'850077434821,sparefoot.com.,app12.sparefoot.com.,CNAME,ec2-184-73-177-122.compute-1.amazonaws.com.
'850077434821,sparefoot.com.,app13.sparefoot.com.,CNAME,ec2-50-19-211-151.compute-1.amazonaws.com.
'850077434821,sparefoot.com.,arena.sparefoot.com.,CNAME,cloud01.sparefoot.com
'850077434821,sparefoot.com.,auth.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,www.auth.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,authorization.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,www.authorization.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,bamboo.sparefoot.com.,CNAME,bamboo01.sparefoot.com
'850077434821,sparefoot.com.,baseline01.sparefoot.com.,CNAME,ec2-54-224-249-14.compute-1.amazonaws.com
'850077434821,sparefoot.com.,bi.sparefoot.com.,CNAME,ec2-54-89-50-121.compute-1.amazonaws.com
'850077434821,sparefoot.com.,bidding-service.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,www.bidding-service.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,biddingservice.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,www.biddingservice.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,billable.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,www.billable.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,blog.sparefoot.com.,CNAME,blog.sparefoot.com.cdn.cloudflare.net
'850077434821,sparefoot.com.,www.blog.sparefoot.com.,A,marketplace-prod-sfdc-lb-tf-695089472.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,blog01.sparefoot.com.,A,52.2.128.82
'850077434821,sparefoot.com.,bolt.sparefoot.com.,A,dualstack.lb-prod-bolt-1998869267.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,booking.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,www.booking.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,bookingservice.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,www.bookingservice.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,branding.sparefoot.com.,A,dualstack.lb-prod-shared-internal-1176339936.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,browser.sparefoot.com.,CNAME,cname.browser-details.com
'850077434821,sparefoot.com.,c3p0.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,www.c3p0.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,cachetop.sparefoot.com.,CNAME,adm01.sparefoot.com
'850077434821,sparefoot.com.,cafe.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,www.cafe.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,calendar.sparefoot.com.,CNAME,ghs.google.com
'850077434821,sparefoot.com.,cf.sparefoot.com.,CNAME,cf.cloudflare.com.cdn.cloudflare.net
'850077434821,sparefoot.com.,ci04.sparefoot.com.,CNAME,ec2-204-236-232-73.compute-1.amazonaws.com
'850077434821,sparefoot.com.,ci05.sparefoot.com.,CNAME,ec2-50-16-212-117.compute-1.amazonaws.com
'850077434821,sparefoot.com.,click.sparefoot.com.,CNAME,suite15.emarsys.net
'850077434821,sparefoot.com.,client-api-service.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,www.client-api-service.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,clientapiservice-redis.sparefoot.com.,CNAME,clientapisvc-prod.yojb1s.ng.0001.use1.cache.amazonaws.com
'850077434821,sparefoot.com.,clientapiservice.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,www.clientapiservice.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,cloud01-rs.sparefoot.com.,A,174.143.145.100
'850077434821,sparefoot.com.,cloud01.sparefoot.com.,CNAME,corp01.sparefoot.com
'850077434821,sparefoot.com.,cloud09.sparefoot.com.,A,67.23.41.20
'850077434821,sparefoot.com.,cloud38-rs.sparefoot.com.,A,174.143.141.22
'850077434821,sparefoot.com.,cloud38.sparefoot.com.,CNAME,corp01.sparefoot.com
'850077434821,sparefoot.com.,connect4.sparefoot.com.,CNAME,www.patrickmizer.com
'850077434821,sparefoot.com.,consumer-leads-service.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,www.consumer-leads-service.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,consumer-leads.sparefoot.com.,A,dualstack.service-lb-vpc-888323227.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,consumer-portal.sparefoot.com.,A,dualstack.lb-prod-consumerportal-710368664.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,consumerleadsservice.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,www.consumerleadsservice.sparefoot.com.,A,marketplace-prod-lb-tf-765172899.us-east-1.elb.amazonaws.com.
'850077434821,sparefoot.com.,corp01.sparefoot.com.,CNAME,ec2-54-211-137-30.compute-1.amazonaws.com
'850077434821,sparefoot.com.,coverage.sparefoot.com.,A,s3-website-us-east-1.amazonaws.com.
'850077434821,sparefoot.com.,dashcaster.sparefoot.com.,CNAME,corp01.sparefoot.com.
'850077434821,sparefoot.com.,db-dl-downstream.sparefoot.com.,CNAME,db-dl-downstream-prod.cluster-c7828cfhilkf.us-east-1.rds.amazonaws.com
'850077434821,sparefoot.com.,dev-fac.sparefoot.com.,CNAME,ec2-52-1-6-84.compute-1.amazonaws.com
'850077434821,sparefoot.com.,dev-haproxy.sparefoot.com.,CNAME,ec2-54-167-142-170.compute-1.amazonaws.com.
'850077434821,sparefoot.com.,dev-redis01.sparefoot.com.,CNAME,ec2-52-5-34-238.compute-1.amazonaws.com
'850077434821,sparefoot.com.,dev-solr.sparefoot.com.,CNAME,dev-solrmaster.sparefoot.com.
'850077434821,sparefoot.com.,dev-solrmaster.sparefoot.com.,CNAME,ec2-52-4-210-86.compute-1.amazonaws.com.
'850077434821,sparefoot.com.,dev-stg.sparefoot.com.,CNAME,stg-haproxy.sparefoot.com
'850077434821,sparefoot.com.,dev01.sparefoot.com.,CNAME,ec2-107-22-242-69.compute-1.amazonaws.com.
'850077434821,sparefoot.com.,devbot.sparefoot.com.,A,54.183.8.132
'850077434821,sparefoot.com.,devhub.sparefoot.com.,CNAME,ec2-52-2-35-194.compute-1.amazonaws.com.
